  QIHA  [flt ]  (bytes 00 00 00 00)
  QIHE  [flt ]  (bytes 00 00 00 00)
  QIHa  [si8 ]  -1 (bytes ff)
  QILA  [flt ]  (bytes 00 00 00 00)
  QILE  [flt ]  (bytes 00 00 00 00)
  QILV  [ui8 ]  0 (bytes 00)
  QILa  [si8 ]  -1 (bytes ff)
  QILv  [flt ]  (bytes 00 00 00 00)
  QIPE  [flt ]  (bytes 00 00 00 00)
  QVER  [ui8 ]  1 (bytes 01)
  RBID  [flag]  (bytes 01)
  RBr   [ch8*]  (bytes 6a 35 32 00 00 00 00 00)
  REV   [{rev]  (bytes 02 28 0f 00 00 07)
  RMde  [char]  (bytes 41)
  RPlt  [ch8*]  (bytes 6a 35 32 00 00 00 00 00)
  RSvn  [ui32]  0 (bytes 00 00 00 00)
  RVBF  [{rev]  (bytes 02 28 0f 00 00 07)
  RVCR  [{rev]  (bytes ff ff ff ff ff ff)
  RVTC  [ui8 ]  1 (bytes 01)
  RVUF  [{rev]  (bytes 02 28 0f 00 00 07)
  SACT  [ui16]  0 (bytes 00 00)
  SAPN  [ui8 ]  1 (bytes 01)
  SAS!  [hex_]  (bytes 00 ff ff ff)
  SBF   [hex_]  (bytes 00 00 00 00)
  SBFC  [flag]  (bytes 00)
  SBFD  [hex_]  (bytes 00 00 00 00)
  SBFE  [flag]  (bytes 01)
  SBFF  [hex_]  (bytes 00 00 00 00)
  SBFL  [hex_]  (bytes 00 00 00 00)
  SBFN  [hex_]  (bytes 00 00 00 00)
  SBFU  [hex_]  (bytes 00 00 00 e0)
  SBFV  [hex_]  (bytes 00 00 00 ff)
  SBS!  [ui16]  0 (bytes 00 00)
  SCIA  [ui16]  1016 (bytes 03 f8)
  SCIB  [ui32]  115200 (bytes 00 01 c2 00)
  SCII  [ui8 ]  3 (bytes 03)
  SCIL  [ui8 ]  0 (bytes 00)
  SCXC  [sp78]  105.000 (bytes 69 00)
  SDAF  [ui16]  0 (bytes 00 00)
  SDAS  [ui16]  0 (bytes 00 00)
  SFBR  [ui8 ]  4 (bytes 04)
  SIP   [ui8 ]  (bytes 01)
  SIPB  [flag]  (bytes 00)
  SIS!  [hex_]  (bytes 00 00 00 00)
  SLP0  [ui8 ]  0 (bytes 00)
  SLPS  [flag]  (bytes 01)
  SMBC  [ch8*]  (bytes 00 00 00 00 00 00)
  SMBG  [ui8 ]  0 (bytes 00)
  SMBR  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SMBS  [ch8*]  (bytes 00 00)
  SMBW  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SPDO  [ui8 ]  1 (bytes 01)
  SPH0  [ui16]  0 (bytes 00 00)
  SPHR  [ui32]  0 (bytes 00 00 00 00)
  SPHS  [ui8 ]  0 (bytes 00)
  SPHT  [ui16]  0 (bytes 00 00)
  SPHZ  [ui8 ]  (bytes 00)
  SPP!  [hex_]  (bytes 00)
  SPT!  [hex_]  (bytes 00)
  SPU!  [hex_]  (bytes 00 00 00 00)
  SPV!  [hex_]  (bytes 00 00 00 00)
  SRS!  [hex_]  (bytes 00 00 00 00)
  STDK  [ui16]  0 (bytes 00 00)
  STFD  [flag]  (bytes 00)
  SWER  [hex_]  (bytes 00)

  TA0P  [sp78]  38.500 (bytes 26 80)
  TB0T  [sp78]  33.297 (bytes 21 4c)
  TB1T  [sp78]  33.297 (bytes 21 4c)
  TB2T  [sp78]  30.398 (bytes 1e 66)
  TBXT  [sp78]  33.297 (bytes 21 4c)
  TC0C  [sp78]  46.000 (bytes 2e 00)
  TC0E  [sp78]  52.727 (bytes 34 ba)
  TC0F  [sp78]  53.980 (bytes 35 fb)
  TC0P  [sp78]  45.500 (bytes 2d 80)
  TC1C  [sp78]  46.000 (bytes 2e 00)
  TCFC  [ui16]  32 (bytes 00 20)
  TCGC  [sp78]  47.000 (bytes 2f 00)
  TCSA  [sp78]  0.000 (bytes 00 00)
  TCXC  [sp78]  47.781 (bytes 2f c8)
  TH0A  [sp78]  39.625 (bytes 27 a0)
  TH0B  [sp78]  38.625 (bytes 26 a0)
  TH0C  [sp78]  38.625 (bytes 26 a0)
  TH0F  [sp78]  -44.328 (bytes d3 ac)
  TH0R  [sp78]  -45.375 (bytes d2 a0)
  TH0V  [sp78]  37.793 (bytes 25 cb)
  TH0a  [sp78]  39.625 (bytes 27 a0)
  TH0b  [sp78]  38.625 (bytes 26 a0)
  TH0c  [sp78]  38.625 (bytes 26 a0)
  TH0x  [sp78]  38.625 (bytes 26 a0)
  THSP  [sp78]  -127.000 (bytes 81 00)
  TM0P  [sp78]  42.750 (bytes 2a c0)
  TMLB  [sp78]  -127.000 (bytes 81 00)
  TPCD  [sp78]  45.000 (bytes 2d 00)
  TW0P  [sp78]  -127.000 (bytes 81 00)
  Th1H  [sp78]  39.875 (bytes 27 e0)
  Ts0P  [sp78]  29.812 (bytes 1d d0)
  Ts0S  [sp78]  37.684 (bytes 25 af)
  Ts1P  [sp78]  29.750 (bytes 1d c0)
  Ts1S  [sp78]  37.543 (bytes 25 8b)
  Ts2S  [sp78]  35.805 (bytes 23 ce)

  UFIS  [ui32]  0 (bytes 00 00 00 00)
  UREV  [ui8 ]  177 (bytes b1)
  URPP  [ui32]  51 (bytes 00 00 00 33)
  URWD  [ui32]  0 (bytes 00 00 00 00)
  USR0  [ui32]  4294967295 (bytes ff ff ff ff)
  USR1  [ui32]  4294967295 (bytes ff ff ff ff)
  USR2  [ui32]  4294967295 (bytes ff ff ff ff)
  USR3  [ui32]  72494644 (bytes 04 52 2e 34)
  VC0C  [sp3c]  1.35425 (bytes 15 ab)
  VC0c  [ui16]  2320 (bytes 09 10)
  VD0R  [sp5a]  16.6152 (bytes 42 76)
  VD0r  [ui16]  3046 (bytes 0b e6)
  VP0R  [sp5a]  13.0869 (bytes 34 59)
  VP0r  [ui16]  2711 (bytes 0a 97)
  VTPC  [sp5a]  13.0059 (bytes 34 06)
  WCPD  [ui8 ]  0 (bytes 00)
  WCPW  [ui8 ]  1 (bytes 01)
  WKEN  [ui8 ]  0 (bytes 00)
  WKTP  [ui8 ]  0 (bytes 00)
  WOr0  [si8 ]  -1 (bytes ff)
  WOw0  [si8 ]  -1 (bytes ff)
  ZPEN  [hex_]  (bytes 03)
  hSci  [ui8 ]  0 (bytes 00)
  hSdn  [flt ]  (bytes 00 00 00 00)
  hSia  [ui8 ]  0 (bytes 00 00)
  hSii  [ui8 ]  0 (bytes 00)
  hSij  [ui8 ]  0 (bytes 00)
  hSta  [ui8 ]  66048 (bytes 01 02 00)
  hSup  [flt ]  (bytes 00 00 00 00)
  mSTC  [flt ]  (bytes 00 00 00 00)
  mSTD  [flt ]  (bytes 00 00 00 00)
  mSTK  [flt ]  (bytes 00 00 00 00)
  tt11  [flt ]  (bytes 00 00 00 00)
  tt12  [flt ]  (bytes 00 00 00 00)
  tt13  [flt ]  (bytes 00 00 00 00)
  tt14  [flt ]  (bytes 00 00 00 00)
  tt15  [flt ]  (bytes 00 00 00 00)
  tt16  [flt ]  (bytes 00 00 00 00)
  tt17  [flt ]  (bytes 00 00 00 00)
  tt18  [flt ]  (bytes 00 00 00 00)
  tt1j  [flt ]  (bytes 00 00 00 00)
  ttcm  [ui16]  0 (bytes 00 00)
  ttcn  [ui8 ]  0 (bytes 00)
  zBDC  [flag]  (bytes 00)
  zDBG  [ui8 ]  (bytes 00)
  zDBI  [flag]  (bytes 00)
  zDSF  [flag]  (bytes 00)
  zKLG  [hex_]  (bytes ff ff ff ff ff)
  zKLI  [hex_]  (bytes ff ff)
  zLDG  [hex_]  (bytes ff ff ff ff ff)
  zLDI  [hex_]  (bytes 00 00)
  zMOJ  [flag]  (bytes 01)
  zSEN  [flag]  (bytes 01)
