Name,Description,Address,Latitude,Longitude,Youtube
3 Corners Centre,3 Corners Centre is run by the Peel Institute with a mission to build a connected community in Clerkenwell.,"30 Northampton Rd, London EC1R 0NE, UK",51.525213000000001,-0.106725000000000,"{iframe src=""https://www.youtube.com/embed/K4AGBhccgKs""}"
